Customer_ID,Order_ID,Order_Date,Region,Customer_Segment,Quantity,Price_per_Unit,Revenue,COGS,Marketing_Cost,Profit
CUST-9173,ORD-1056,2022-11-16,Europe,Mid Value,5,242.85,1214.27,688.08,25.86,500.33
CUST-5223,ORD-1057,2022-02-01,Africa,High Value,5,233.67,1168.36,812.25,39.99,316.12
CUST-5831,ORD-1058,2022-12-02,Africa,High Value,1,387.93,387.93,270.85,77.69,39.38
CUST-3768,ORD-1059,2022-02-20,Asia,Low Value,5,441.1,2205.52,1230.93,75.75,898.85
CUST-4186,ORD-1060,2022-03-20,Africa,Mid Value,5,374.08,1870.41,1259.28,61.53,549.61
CUST-3573,ORD-1061,2023-11-29,Asia,High Value,1,68.06,68.06,40.7,53.49,-26.13
CUST-3599,ORD-1062,2022-06-23,Europe,High Value,4,243.09,972.36,561.4,76.05,334.92
CUST-5033,ORD-1063,2023-09-10,Europe,High Value,5,121.75,608.73,336.62,15.68,256.43
CUST-9428,ORD-1064,2023-05-16,North America,High Value,1,172.33,172.33,115.98,29.77,26.57
CUST-2304,ORD-1065,2023-07-29,Africa,High Value,4,245.0,980.01,593.18,46.5,340.33
CUST-8368,ORD-1066,2022-03-17,Europe,Low Value,5,126.33,631.67,336.96,66.05,228.66
CUST-6877,ORD-1067,2022-11-12,Asia,Low Value,1,267.65,267.65,153.36,51.78,62.51
CUST-2301,ORD-1068,2023-01-08,Europe,Low Value,5,328.77,1643.86,922.24,65.67,655.96
CUST-3541,ORD-1069,2022-03-22,Africa,High Value,4,439.95,1759.8,990.4,16.48,752.93
CUST-3051,ORD-1070,2023-10-02,North America,High Value,1,121.5,121.5,64.14,19.46,37.91
CUST-7809,ORD-1071,2023-11-26,North America,High Value,4,169.07,676.28,411.34,60.54,204.4
CUST-9633,ORD-1072,2023-11-28,Europe,Low Value,3,214.78,644.35,298.37,31.12,314.86
CUST-9996,ORD-1073,2022-03-12,North America,High Value,2,127.78,255.56,171.62,37.71,46.24
CUST-1074,ORD-1074,2023-10-28,Africa,Low Value,3,179.38,538.14,298.05,64.37,175.72
CUST-7981,ORD-1075,2023-10-14,Africa,High Value,5,444.01,2220.04,1443.51,10.25,766.28
CUST-6475,ORD-1076,2022-03-12,North America,Low Value,4,86.55,346.22,218.94,17.6,109.68
CUST-9232,ORD-1077,2022-02-15,Asia,Mid Value,1,233.0,233.0,132.33,27.19,73.48
CUST-8184,ORD-1078,2022-02-16,North America,High Value,4,169.26,677.06,338.31,71.26,267.48
CUST-6796,ORD-1079,2023-08-14,North America,High Value,5,57.04,285.2,168.42,35.37,81.41
CUST-8141,ORD-1080,2023-02-26,Europe,Low Value,1,66.14,66.14,45.44,23.91,-3.21
CUST-2622,ORD-1081,2022-05-29,Asia,High Value,3,396.74,1190.23,590.88,55.88,543.46
CUST-9041,ORD-1082,2022-05-10,North America,Low Value,4,429.12,1716.48,882.28,7.27,826.93
CUST-1341,ORD-1083,2023-04-01,Europe,Low Value,2,375.88,751.75,524.91,63.13,163.71
CUST-3074,ORD-1084,2023-10-01,Europe,Mid Value,5,278.83,1394.15,938.46,57.34,398.35
CUST-8992,ORD-1085,2023-09-23,Europe,Mid Value,5,390.88,1954.38,1147.98,9.13,797.27
CUST-1645,ORD-1086,2023-05-20,Africa,High Value,4,92.97,371.87,231.93,42.35,97.59
CUST-5263,ORD-1087,2022-09-01,Europe,High Value,3,394.5,1183.49,663.66,35.31,484.52
CUST-9801,ORD-1088,2023-04-19,Europe,Low Value,3,223.27,669.8,369.08,16.86,283.87
CUST-7136,ORD-1089,2023-01-17,Africa,Low Value,2,380.15,760.3,426.38,16.55,317.37
CUST-9646,ORD-1090,2022-04-13,Africa,Low Value,2,129.32,258.64,143.18,17.01,98.44
CUST-3969,ORD-1091,2023-05-04,Europe,Low Value,4,419.62,1678.48,1038.79,49.97,589.71
CUST-4028,ORD-1092,2022-02-06,North America,High Value,1,292.7,292.7,155.89,17.83,118.97
CUST-8643,ORD-1093,2023-10-16,Asia,Mid Value,3,23.52,70.57,34.77,9.47,26.33
CUST-3681,ORD-1094,2023-07-03,Africa,High Value,1,269.25,269.25,168.72,76.82,23.71
CUST-4629,ORD-1095,2023-06-04,Asia,High Value,1,168.93,168.93,77.34,7.94,83.65
CUST-5225,ORD-1096,2022-11-29,Africa,High Value,4,47.6,190.4,119.89,54.79,15.72
CUST-4067,ORD-1097,2023-02-01,Europe,Mid Value,2,234.71,469.42,242.13,75.2,152.08
CUST-6941,ORD-1098,2022-10-23,Africa,High Value,1,169.51,169.51,84.34,7.85,77.32
CUST-2386,ORD-1099,2022-04-17,Europe,Mid Value,4,118.11,472.43,257.35,77.43,137.65
CUST-3866,ORD-1100,2023-06-14,Asia,Low Value,2,187.58,375.16,179.84,42.68,152.64
CUST-5788,ORD-1101,2022-03-24,North America,High Value,1,106.21,106.21,58.0,63.88,-15.67
CUST-6490,ORD-1102,2022-10-15,Europe,Low Value,1,163.91,163.91,77.95,51.88,34.07
CUST-5124,ORD-1103,2023-12-07,Asia,Low Value,2,75.36,150.72,86.04,51.26,13.42
CUST-9340,ORD-1104,2023-04-06,Asia,Low Value,2,60.47,120.94,59.75,64.16,-2.97
CUST-4850,ORD-1105,2022-08-03,Africa,High Value,5,456.81,2284.05,1102.05,9.91,1172.09
CUST-6415,ORD-1106,2022-10-08,Europe,Low Value,5,453.33,2266.64,1348.15,34.43,884.06
CUST-8679,ORD-1107,2023-04-04,Asia,High Value,4,417.44,1669.77,1012.4,77.72,579.65
CUST-7819,ORD-1108,2022-12-10,North America,Low Value,4,130.56,522.23,235.72,9.09,277.41
CUST-9378,ORD-1109,2022-07-13,Africa,High Value,3,368.43,1105.28,604.5,24.71,476.07
CUST-2333,ORD-1110,2022-06-07,Africa,High Value,5,303.06,1515.31,711.42,55.41,748.48
CUST-5150,ORD-1111,2023-04-10,Asia,High Value,2,44.59,89.18,56.6,12.53,20.05
CUST-7766,ORD-1112,2022-04-14,Europe,Low Value,5,451.8,2259.01,1401.44,45.25,812.31
CUST-3711,ORD-1113,2022-02-03,Africa,High Value,4,499.03,1996.13,923.07,58.5,1014.55
CUST-5853,ORD-1114,2022-04-12,Europe,Low Value,4,360.19,1440.75,987.36,61.81,391.58
CUST-7212,ORD-1115,2023-10-01,Asia,Mid Value,4,131.12,524.5,361.9,47.09,115.51
CUST-8479,ORD-1116,2023-12-27,Asia,Low Value,2,286.12,572.23,305.38,42.55,224.3
CUST-6408,ORD-1117,2022-11-21,Europe,Low Value,1,72.5,72.5,34.99,58.54,-21.03
CUST-8715,ORD-1118,2023-11-22,North America,High Value,4,163.41,653.66,312.83,15.88,324.95
CUST-9942,ORD-1119,2023-08-15,Africa,Low Value,5,364.28,1821.41,1202.46,56.04,562.91
CUST-2762,ORD-1120,2022-05-21,Asia,Mid Value,1,164.52,164.52,92.92,73.94,-2.34
CUST-8101,ORD-1121,2023-04-19,North America,High Value,5,90.66,453.29,205.06,56.21,192.03
CUST-8674,ORD-1122,2022-01-31,North America,Low Value,4,23.59,94.34,64.28,8.49,21.58
CUST-7122,ORD-1123,2022-03-04,Europe,Low Value,2,294.81,589.61,352.7,42.95,193.97
CUST-1481,ORD-1124,2023-07-14,Europe,High Value,1,484.96,484.96,301.94,59.47,123.55
CUST-1153,ORD-1125,2022-03-28,Europe,High Value,1,252.38,252.38,165.54,8.24,78.6
CUST-8617,ORD-1126,2022-10-31,North America,Low Value,4,122.05,488.21,319.61,62.16,106.44
CUST-2524,ORD-1127,2022-03-02,Africa,Low Value,4,242.37,969.5,454.65,26.12,488.73
CUST-3120,ORD-1128,2023-01-31,Europe,High Value,4,309.0,1236.0,733.56,49.16,453.28
CUST-3343,ORD-1129,2022-11-30,Africa,High Value,3,404.66,1213.97,757.59,77.48,378.9
CUST-6136,ORD-1130,2023-02-15,Europe,Mid Value,2,237.29,474.57,223.72,79.62,171.24
CUST-6760,ORD-1131,2022-10-11,North America,Mid Value,2,103.02,206.03,104.17,52.58,49.28
CUST-2240,ORD-1132,2023-04-11,Africa,Mid Value,4,110.24,440.98,242.08,41.86,157.04
CUST-1060,ORD-1133,2022-03-21,Africa,High Value,3,451.87,1355.61,910.47,18.33,426.81
CUST-2639,ORD-1134,2023-11-23,North America,High Value,4,133.4,533.58,353.58,20.63,159.38
CUST-7185,ORD-1135,2022-03-18,Africa,High Value,4,369.45,1477.79,953.95,37.19,486.65
CUST-8970,ORD-1136,2023-06-24,North America,Low Value,2,149.1,298.19,208.01,57.67,32.51
CUST-2252,ORD-1137,2022-12-27,North America,High Value,3,365.87,1097.61,560.51,62.7,474.4
CUST-5203,ORD-1138,2022-03-18,Asia,Low Value,2,57.61,115.23,65.33,21.64,28.26
CUST-9363,ORD-1139,2023-05-24,Europe,High Value,4,119.55,478.19,268.59,45.16,164.45
CUST-4549,ORD-1140,2022-06-13,Asia,High Value,5,216.18,1080.88,669.86,49.37,361.65
CUST-5197,ORD-1141,2022-01-09,North America,Low Value,1,267.35,267.35,177.13,71.98,18.24
CUST-8009,ORD-1142,2022-06-24,North America,High Value,4,189.42,757.67,434.08,70.73,252.85
CUST-7667,ORD-1143,2023-04-07,Africa,High Value,3,295.29,885.86,507.5,66.3,312.06
CUST-3322,ORD-1144,2022-11-03,North America,High Value,5,176.18,880.89,530.36,43.75,306.77
CUST-5090,ORD-1145,2023-08-11,North America,Mid Value,3,345.65,1036.95,659.11,9.88,367.96
CUST-7960,ORD-1146,2022-09-02,North America,High Value,4,265.38,1061.52,531.1,30.09,500.33
CUST-4004,ORD-1147,2022-05-02,Europe,Low Value,4,358.45,1433.81,990.0,51.63,392.19
CUST-6136,ORD-1148,2022-07-04,Asia,Low Value,1,226.87,226.87,107.31,52.82,66.74
CUST-1329,ORD-1149,2022-02-01,Asia,Low Value,3,440.72,1322.16,602.61,68.68,650.87
CUST-4640,ORD-1150,2023-07-23,Europe,High Value,5,203.42,1017.12,548.94,33.45,434.73
CUST-8982,ORD-1151,2022-11-06,Europe,Low Value,1,167.9,167.9,105.0,75.25,-12.34
CUST-5107,ORD-1152,2023-01-07,Europe,Mid Value,3,287.4,862.2,598.82,17.24,246.14
CUST-2341,ORD-1153,2023-10-18,Asia,Low Value,4,264.4,1057.61,722.55,8.74,326.32
CUST-9407,ORD-1154,2023-08-19,Asia,High Value,1,268.69,268.69,167.16,18.25,83.28
CUST-1338,ORD-1155,2022-02-25,North America,Mid Value,4,402.14,1608.57,899.41,39.67,669.49
CUST-6895,ORD-1156,2022-09-30,Asia,Low Value,2,302.53,605.05,362.4,66.72,175.94
CUST-3708,ORD-1157,2023-04-09,Africa,Mid Value,2,444.93,889.85,615.93,16.54,257.39
CUST-2750,ORD-1158,2023-11-09,Asia,Low Value,1,317.17,317.17,163.78,46.11,107.28
CUST-6604,ORD-1159,2023-04-01,Europe,High Value,1,30.42,30.42,17.32,63.24,-50.15
CUST-3421,ORD-1160,2023-11-01,Asia,Mid Value,3,437.79,1313.37,818.52,7.61,487.23
CUST-8119,ORD-1161,2022-09-06,North America,Low Value,5,423.1,2115.48,957.41,8.11,1149.95
CUST-9901,ORD-1162,2023-11-29,Asia,Low Value,5,43.45,217.24,118.46,41.79,56.98
CUST-6319,ORD-1163,2022-03-19,Europe,Mid Value,2,80.14,160.27,94.88,18.7,46.7
CUST-7609,ORD-1164,2023-06-18,Africa,Mid Value,2,287.05,574.1,387.65,38.79,147.66
CUST-6387,ORD-1165,2022-04-18,Europe,Mid Value,2,40.57,81.14,56.63,8.3,16.21
CUST-4993,ORD-1166,2022-09-30,Africa,Mid Value,4,217.36,869.44,512.17,78.27,279.01
CUST-9680,ORD-1167,2022-01-15,North America,Low Value,5,488.17,2440.87,1674.79,54.06,712.01
CUST-9044,ORD-1168,2023-01-05,North America,Low Value,1,102.93,102.93,48.87,56.5,-2.44
CUST-9238,ORD-1169,2022-10-31,Asia,Low Value,2,118.93,237.85,148.73,43.23,45.89
CUST-5873,ORD-1170,2023-11-03,North America,High Value,3,344.65,1033.94,568.81,66.87,398.26
CUST-5806,ORD-1171,2022-07-24,North America,Mid Value,1,41.11,41.11,26.22,67.51,-52.61
CUST-9592,ORD-1172,2022-04-23,Europe,Low Value,1,413.93,413.93,276.06,16.93,120.94
CUST-6913,ORD-1173,2023-11-11,Europe,Mid Value,1,115.53,115.53,53.54,62.63,-0.64
CUST-8124,ORD-1174,2022-09-10,Asia,Mid Value,5,275.15,1375.73,940.82,47.5,387.41
CUST-4157,ORD-1175,2023-03-17,Asia,Low Value,2,139.41,278.81,130.22,62.18,86.42
CUST-1390,ORD-1176,2022-07-05,Asia,Mid Value,3,336.26,1008.79,643.96,73.9,290.93
CUST-5430,ORD-1177,2022-08-15,Asia,Mid Value,4,301.86,1207.45,564.2,30.13,613.12
CUST-9820,ORD-1178,2023-06-12,Europe,Mid Value,3,474.29,1422.87,946.81,47.82,428.25
CUST-8686,ORD-1179,2023-10-30,Asia,Mid Value,3,233.89,701.67,351.71,64.06,285.9
CUST-5232,ORD-1180,2022-12-20,Asia,Mid Value,3,439.94,1319.83,737.15,79.01,503.67
CUST-9007,ORD-1181,2023-09-15,North America,Low Value,4,296.39,1185.58,809.93,50.94,324.7
CUST-2521,ORD-1182,2022-01-01,Asia,Low Value,3,458.94,1376.83,892.21,59.09,425.53
CUST-2500,ORD-1183,2023-07-07,Africa,Mid Value,3,160.07,480.22,310.44,68.48,101.31
CUST-7737,ORD-1184,2023-07-14,North America,Mid Value,2,283.89,567.77,363.85,61.35,142.58
CUST-4294,ORD-1185,2023-02-24,Europe,Mid Value,2,207.21,414.43,245.49,75.67,93.26
CUST-6085,ORD-1186,2023-09-12,Africa,High Value,2,51.63,103.26,71.03,22.23,10.0
CUST-3419,ORD-1187,2022-06-10,Asia,Mid Value,1,295.65,295.65,194.51,73.08,28.05
CUST-4042,ORD-1188,2022-06-10,North America,High Value,3,401.23,1203.69,674.15,20.53,509.0
CUST-5497,ORD-1189,2022-05-08,Asia,High Value,5,286.98,1434.89,912.07,47.38,475.43
CUST-2466,ORD-1190,2023-12-23,North America,High Value,5,154.08,770.42,538.93,44.22,187.27
CUST-4561,ORD-1191,2022-05-31,Asia,Low Value,5,146.64,733.19,489.59,67.35,176.25
CUST-1614,ORD-1192,2023-03-20,Africa,High Value,4,134.16,536.65,241.66,34.89,260.1
CUST-6392,ORD-1193,2023-04-16,Europe,Mid Value,2,490.22,980.45,622.07,15.74,342.64
CUST-8693,ORD-1194,2023-04-08,Africa,Mid Value,2,211.63,423.25,285.47,58.01,79.77
CUST-4223,ORD-1195,2023-12-31,Africa,Low Value,2,172.1,344.19,183.09,50.5,110.61
CUST-8138,ORD-1196,2022-01-30,Europe,Low Value,4,220.86,883.46,613.45,67.03,202.98
CUST-3667,ORD-1197,2023-04-18,North America,Mid Value,3,75.58,226.75,124.79,61.9,40.07
CUST-8980,ORD-1198,2023-07-11,North America,Low Value,1,114.09,114.09,63.35,72.11,-21.38
CUST-1130,ORD-1199,2022-03-21,Europe,Low Value,2,264.27,528.55,259.1,67.93,201.51
CUST-3983,ORD-1200,2022-02-08,Asia,High Value,3,403.45,1210.34,573.88,56.45,580.01
CUST-5278,ORD-1201,2022-08-28,North America,High Value,5,440.68,2203.42,1287.13,39.93,876.37
CUST-8126,ORD-1202,2023-07-11,Africa,Low Value,1,435.67,435.67,261.71,6.53,167.44
CUST-9230,ORD-1203,2023-08-13,Europe,Mid Value,5,473.48,2367.4,1282.48,28.07,1056.85
CUST-8694,ORD-1204,2022-12-03,Africa,High Value,3,80.37,241.11,145.06,59.56,36.48
CUST-7640,ORD-1205,2022-10-07,North America,Mid Value,3,39.67,119.0,65.29,9.46,44.24
CUST-6468,ORD-1206,2022-04-26,Europe,Low Value,5,70.75,353.75,235.97,61.74,56.04
CUST-1920,ORD-1207,2022-09-26,Europe,Mid Value,1,308.36,308.36,212.29,43.73,52.34
CUST-8564,ORD-1208,2022-12-01,North America,Mid Value,5,286.94,1434.69,858.49,70.08,506.11
CUST-9684,ORD-1209,2022-11-08,North America,Mid Value,5,342.18,1710.9,1130.17,54.49,526.25
CUST-9502,ORD-1210,2022-02-22,Europe,Mid Value,5,198.12,990.62,657.21,64.88,268.52
CUST-9930,ORD-1211,2022-03-09,Asia,Low Value,1,207.96,207.96,130.69,17.86,59.41
CUST-4241,ORD-1212,2023-11-25,Europe,Low Value,4,281.88,1127.5,561.5,17.97,548.04
CUST-1545,ORD-1213,2022-02-03,Asia,High Value,1,57.95,57.95,28.32,20.83,8.79
CUST-5346,ORD-1214,2023-01-21,Africa,High Value,5,403.94,2019.69,1373.13,30.0,616.56
CUST-4810,ORD-1215,2022-09-06,Asia,High Value,2,462.97,925.94,478.03,72.83,375.08
CUST-8206,ORD-1216,2022-04-21,Asia,High Value,2,205.93,411.85,210.7,63.07,138.08
CUST-3032,ORD-1217,2022-04-04,North America,Mid Value,3,374.99,1124.98,552.97,32.35,539.67
CUST-9436,ORD-1218,2023-02-14,Europe,High Value,4,283.44,1133.76,659.7,73.89,400.18
CUST-1271,ORD-1219,2022-06-28,Africa,High Value,3,133.28,399.85,247.61,63.42,88.82
CUST-4511,ORD-1220,2022-02-16,Europe,Mid Value,3,52.54,157.63,97.58,54.2,5.85
CUST-2771,ORD-1221,2023-08-27,Asia,Low Value,2,138.03,276.06,142.25,37.74,96.08
CUST-5361,ORD-1222,2023-01-11,Asia,High Value,1,310.35,310.35,147.01,53.87,109.47
CUST-8069,ORD-1223,2023-12-25,Asia,Low Value,3,39.31,117.93,62.21,49.49,6.22
CUST-1920,ORD-1224,2023-08-10,Europe,High Value,3,421.37,1264.11,727.95,63.64,472.52
CUST-9190,ORD-1225,2022-07-21,Asia,Low Value,4,485.75,1942.99,1171.84,21.92,749.23
CUST-4430,ORD-1226,2023-03-21,Europe,High Value,2,60.08,120.16,62.2,71.42,-13.46
CUST-5435,ORD-1227,2022-10-24,Africa,Low Value,1,138.42,138.42,68.62,49.39,20.4
CUST-4760,ORD-1228,2022-11-04,Africa,Low Value,4,344.3,1377.22,909.51,65.51,402.2
CUST-3050,ORD-1229,2023-12-24,Europe,High Value,1,406.92,406.92,270.39,31.05,105.48
CUST-2165,ORD-1230,2023-05-08,Africa,Low Value,1,186.08,186.08,96.76,34.39,54.93
CUST-9567,ORD-1231,2022-12-04,North America,High Value,3,267.31,801.94,473.17,75.3,253.48
CUST-3033,ORD-1232,2023-10-08,Asia,High Value,4,448.04,1792.18,1003.54,51.65,736.99
CUST-7467,ORD-1233,2022-03-07,Asia,Mid Value,3,204.51,613.53,297.87,28.83,286.84
CUST-1145,ORD-1234,2023-02-26,Asia,High Value,5,59.14,295.69,202.59,11.16,81.94
CUST-5388,ORD-1235,2023-06-24,North America,High Value,1,497.55,497.55,225.11,37.58,234.86
CUST-8832,ORD-1236,2023-09-21,Asia,High Value,4,106.53,426.14,211.75,68.68,145.71
CUST-9623,ORD-1237,2023-05-08,Europe,High Value,2,43.42,86.83,46.58,23.86,16.4
CUST-9896,ORD-1238,2022-11-13,Asia,Mid Value,3,217.11,651.34,432.57,69.52,149.25
CUST-9173,ORD-1239,2023-09-18,Europe,Mid Value,5,78.3,391.51,253.37,17.12,121.02
CUST-3632,ORD-1240,2022-03-16,Africa,Mid Value,5,489.79,2448.96,1457.06,14.74,977.15
CUST-5494,ORD-1241,2023-12-15,Europe,Mid Value,5,202.78,1013.91,632.43,50.43,331.05
CUST-9056,ORD-1242,2022-02-28,Europe,Low Value,3,416.39,1249.17,668.59,65.35,515.23
CUST-8511,ORD-1243,2023-01-21,Europe,High Value,2,104.77,209.54,143.56,63.5,2.47
CUST-2828,ORD-1244,2022-01-15,Asia,Mid Value,4,86.63,346.52,158.26,45.77,142.5
CUST-5805,ORD-1245,2022-08-19,North America,High Value,1,331.66,331.66,157.62,52.9,121.14
CUST-1806,ORD-1246,2023-09-09,North America,Mid Value,2,456.47,912.94,622.07,24.36,266.51
CUST-8486,ORD-1247,2023-11-08,Europe,High Value,3,74.98,224.93,154.36,46.34,24.23
CUST-9202,ORD-1248,2022-07-18,Asia,Low Value,4,302.84,1211.37,693.68,20.58,497.11
CUST-2868,ORD-1249,2022-12-20,North America,Mid Value,1,60.77,60.77,36.1,74.63,-49.96
CUST-8878,ORD-1250,2022-02-04,Africa,Low Value,4,409.84,1639.35,1107.6,55.85,475.9
CUST-6690,ORD-1251,2022-06-11,Africa,Low Value,1,456.47,456.47,302.8,47.35,106.32
CUST-8827,ORD-1252,2023-04-16,Asia,High Value,1,321.82,321.82,214.17,23.54,84.12
CUST-6429,ORD-1253,2023-06-15,Africa,Mid Value,5,350.4,1752.02,951.25,35.67,765.1
CUST-4564,ORD-1254,2023-02-27,Africa,Low Value,3,46.61,139.83,91.96,63.52,-15.64
CUST-2389,ORD-1255,2022-12-14,Africa,High Value,2,55.03,110.06,51.43,22.96,35.67
CUST-8274,ORD-1256,2023-11-25,North America,High Value,5,106.24,531.21,303.71,14.66,212.83
CUST-1824,ORD-1257,2022-05-27,Africa,High Value,5,151.44,757.19,385.68,28.05,343.46
CUST-3265,ORD-1258,2023-01-09,Europe,Low Value,4,384.73,1538.92,706.29,64.59,768.05
CUST-1936,ORD-1259,2023-11-19,Europe,High Value,1,229.01,229.01,138.39,71.23,19.38
CUST-7402,ORD-1260,2023-11-06,Africa,High Value,1,57.56,57.56,27.0,36.08,-5.52
CUST-4845,ORD-1261,2023-02-20,Europe,High Value,4,429.27,1717.08,824.27,63.59,829.22
CUST-2796,ORD-1262,2023-11-18,North America,Low Value,3,497.04,1491.11,701.47,29.92,759.72
CUST-9245,ORD-1263,2023-05-09,Asia,High Value,1,238.41,238.41,165.4,43.16,29.85
CUST-8214,ORD-1264,2023-07-13,Europe,Low Value,5,265.65,1328.23,610.73,6.51,710.99
CUST-1726,ORD-1265,2022-09-13,Africa,High Value,5,57.68,288.42,149.24,58.4,80.78
CUST-3736,ORD-1266,2023-11-17,Asia,Low Value,1,203.85,203.85,124.96,58.9,19.99
CUST-2913,ORD-1267,2022-04-13,Asia,Low Value,1,198.47,198.47,130.16,12.52,55.79
CUST-8657,ORD-1268,2022-05-01,Africa,Mid Value,3,483.58,1450.74,873.42,31.91,545.41
CUST-3466,ORD-1269,2023-02-23,Europe,Mid Value,1,337.01,337.01,233.93,41.27,61.82
CUST-8312,ORD-1270,2022-12-16,North America,Mid Value,3,395.45,1186.34,634.01,63.06,489.27
CUST-9194,ORD-1271,2023-10-19,Europe,Low Value,5,81.6,408.0,231.74,66.77,109.48
CUST-8906,ORD-1272,2022-02-11,Europe,High Value,3,220.12,660.37,432.76,58.94,168.68
CUST-5876,ORD-1273,2023-01-02,North America,High Value,1,111.95,111.95,69.45,21.19,21.3
CUST-8287,ORD-1274,2022-01-29,Asia,Low Value,2,432.89,865.78,435.94,31.73,398.12
CUST-1892,ORD-1275,2022-01-14,North America,High Value,1,93.14,93.14,53.52,23.55,16.07
CUST-5675,ORD-1276,2023-04-30,North America,Low Value,2,230.66,461.32,320.15,52.79,88.38
CUST-2933,ORD-1277,2022-07-08,Africa,High Value,5,45.75,228.76,152.3,53.55,22.91
CUST-2380,ORD-1278,2022-10-22,Africa,Low Value,4,324.46,1297.85,646.26,6.21,645.37
CUST-2290,ORD-1279,2022-07-02,Europe,Mid Value,5,251.32,1256.62,621.96,59.88,574.78
CUST-2640,ORD-1280,2023-07-02,Africa,Mid Value,5,259.02,1295.12,851.02,22.21,421.89
CUST-8490,ORD-1281,2022-02-06,North America,High Value,5,68.78,343.89,171.85,65.1,106.93
CUST-2218,ORD-1282,2022-01-14,North America,High Value,3,266.71,800.13,450.63,67.46,282.04
CUST-6016,ORD-1283,2023-09-27,Africa,High Value,5,290.62,1453.08,719.55,64.77,668.76
CUST-7881,ORD-1284,2023-08-18,Africa,High Value,4,482.16,1928.65,874.96,35.61,1018.08
CUST-1954,ORD-1285,2022-06-08,Africa,Mid Value,1,35.95,35.95,24.04,31.12,-19.22
CUST-8291,ORD-1286,2023-05-09,North America,Mid Value,2,462.9,925.81,596.91,37.63,291.26
CUST-1974,ORD-1287,2022-11-25,Asia,Low Value,5,250.19,1250.95,710.1,44.54,496.31
CUST-5133,ORD-1288,2023-09-06,Asia,High Value,2,120.85,241.71,118.41,23.74,99.55
CUST-6370,ORD-1289,2022-03-24,Africa,Mid Value,5,339.46,1697.31,1105.98,74.87,516.46
CUST-4972,ORD-1290,2023-07-10,Europe,Low Value,3,268.19,804.56,434.33,42.8,327.42
CUST-6295,ORD-1291,2023-08-03,Europe,Low Value,2,128.84,257.68,158.6,10.49,88.59
CUST-9228,ORD-1292,2023-07-14,Asia,Low Value,5,320.88,1604.38,849.0,79.79,675.6
CUST-4020,ORD-1293,2023-07-23,Africa,Mid Value,5,247.17,1235.83,689.68,41.31,504.84
CUST-9987,ORD-1294,2023-08-10,North America,Low Value,4,350.73,1402.91,819.11,76.02,507.77
CUST-5036,ORD-1295,2022-01-22,Europe,High Value,4,350.76,1403.03,898.64,34.27,470.11
CUST-6068,ORD-1296,2022-05-12,Europe,Low Value,4,246.95,987.81,649.99,21.86,315.96
CUST-6233,ORD-1297,2023-04-10,North America,Low Value,3,207.58,622.75,349.29,60.27,213.19
CUST-1317,ORD-1298,2023-04-01,North America,Mid Value,2,50.36,100.71,51.19,37.44,12.09
CUST-3396,ORD-1299,2022-10-29,Africa,Low Value,3,257.05,771.14,376.63,71.11,323.4
CUST-3162,ORD-1300,2022-09-24,North America,Mid Value,1,136.7,136.7,73.16,39.84,23.7
CUST-3745,ORD-1301,2023-01-30,North America,Mid Value,5,45.56,227.79,148.17,30.38,49.25
CUST-2591,ORD-1302,2022-04-30,North America,High Value,5,178.58,892.91,462.97,77.5,352.44
CUST-7183,ORD-1303,2022-09-03,Asia,Low Value,5,61.99,309.93,143.15,67.28,99.5
CUST-4930,ORD-1304,2023-07-22,North America,High Value,4,298.28,1193.1,705.21,20.42,467.48
CUST-2312,ORD-1305,2022-02-07,Europe,High Value,5,261.76,1308.81,599.96,41.66,667.18
CUST-5311,ORD-1306,2022-09-02,Africa,Low Value,4,400.37,1601.46,1074.95,13.5,513.01
CUST-8314,ORD-1307,2022-01-21,Africa,Low Value,1,148.46,148.46,91.98,13.08,43.41
CUST-3383,ORD-1308,2022-04-20,Africa,Mid Value,3,198.33,595.0,305.96,69.01,220.04
CUST-4239,ORD-1309,2023-08-29,Asia,Low Value,3,350.7,1052.09,596.82,74.89,380.38
CUST-3139,ORD-1310,2023-01-29,Europe,Mid Value,3,496.61,1489.84,945.76,60.41,483.67
CUST-2704,ORD-1311,2023-02-14,North America,High Value,4,454.0,1816.01,1232.92,79.19,503.89
CUST-7924,ORD-1312,2023-10-10,Europe,High Value,2,270.0,539.99,361.05,8.4,170.55
CUST-1362,ORD-1313,2022-01-08,Africa,Mid Value,2,345.41,690.83,322.88,29.86,338.08
CUST-3604,ORD-1314,2023-03-20,North America,Low Value,1,275.32,275.32,129.48,14.91,130.93
CUST-5286,ORD-1315,2022-11-24,Africa,Low Value,2,228.71,457.41,274.19,63.65,119.57
CUST-4738,ORD-1316,2022-10-17,Africa,Mid Value,1,309.1,309.1,177.46,71.78,59.86
CUST-3469,ORD-1317,2023-05-26,Africa,High Value,5,205.52,1027.6,537.67,38.53,451.39
CUST-5795,ORD-1318,2022-12-27,Europe,Mid Value,3,154.49,463.47,321.67,67.19,74.61
CUST-7150,ORD-1319,2023-08-22,Europe,Low Value,4,358.72,1434.89,913.41,68.57,452.92
CUST-1556,ORD-1320,2023-12-17,Africa,Low Value,1,438.55,438.55,272.7,15.48,150.37
CUST-3808,ORD-1321,2022-08-07,Africa,Mid Value,4,158.25,633.01,313.55,33.27,286.18
CUST-6150,ORD-1322,2023-02-10,North America,Low Value,4,359.31,1437.23,748.77,19.1,669.36
